open_time,open,high,low,close,volume,close_time,quote_asset_volume,n_trades,taker_buy_base,taker_buy_quote,ignore,symbol,interval,log_return,volatility_20,range_hl,trades_per_volume,buy_ratio,z_return,anomaly_simple,anomaly_zscore,zscore_score,lof_score,anomaly_lof,p99_return,p995_return
2024-10-30 22:30:00+00:00,72527.52,72539.89,72301.23,72402.0,141.16985,2024-10-30 22:44:59.999000+00:00,10218180.77,24774,46.23477,3346187.627,0,BTCUSDT,15m,-0.001732153,0.002660726,0.003290613,175.4907298,0.327511646,-0.4638962792580788,False,False,0.4638962792580788,2.159896004365194,False,False,False
2024-10-30 22:45:00+00:00,72401.99,72442.0,72334.5,72397.4,87.86531,2024-10-30 22:59:59.999000+00:00,6360769.331,14072,35.26721,2552888.143,0,BTCUSDT,15m,-6.35e-05,0.002649578,0.001484766,160.1542179,0.401378087,-0.01874618064536074,False,False,0.01874618064536074,1.7054564914553048,False,False,False
2024-10-30 23:00:00+00:00,72397.4,72575.76,72361.18,72564.0,124.52839,2024-10-30 23:14:59.999000+00:00,9024691.83,16208,67.64631,4901410.866,0,BTCUSDT,15m,0.002298544,0.002672706,0.002963919,130.1550594,0.543219984,0.6113813051336353,False,False,0.6113813051336353,1.1449573944236187,False,False,False
2024-10-30 23:15:00+00:00,72564.0,72700.0,72542.0,72622.87,220.19439,2024-10-30 23:29:59.999000+00:00,15993489.06,20001,125.33265,9103102.056,0,BTCUSDT,15m,0.000810955,0.002673935,0.002177388,90.83337682,0.569190932,0.21453403368463142,False,False,0.21453403368463142,1.1283088003475554,False,False,False
2024-10-30 23:30:00+00:00,72622.87,72622.88,72432.0,72474.0,145.02677,2024-10-30 23:44:59.999000+00:00,10514724.06,12128,45.71526,3314469.013,0,BTCUSDT,15m,-0.002052009,0.002710753,0.002628373,83.62594023,0.315219459,-0.5492249425223223,False,False,0.5492249425223223,1.5483312042208814,False,False,False
2024-10-30 23:45:00+00:00,72473.99,72473.99,72343.98,72344.74,119.02108,2024-10-30 23:59:59.999000+00:00,8617896.203,12707,46.485,3365823.12,0,BTCUSDT,15m,-0.001785129,0.002686763,0.001793885,106.7626004,0.390561067,-0.47802879909540114,False,False,0.47802879909540114,1.3916669418727097,False,False,False
2024-10-31 00:00:00+00:00,72344.75,72413.99,72308.0,72349.06,147.78869,2024-10-31 00:14:59.999000+00:00,10695111.7,23678,59.72734,4322167.805,0,BTCUSDT,15m,5.97e-05,0.002684746,0.001465068,160.215237,0.404140127,0.014120144557714357,False,False,0.014120144557714357,1.703299015317943,False,False,False
2024-10-31 00:15:00+00:00,72349.06,72354.0,72254.0,72315.2,100.27682,2024-10-31 00:29:59.999000+00:00,7250002.463,23572,45.0606,3257746.774,0,BTCUSDT,15m,-0.000468118,0.002623031,0.001382188,235.0692812,0.449362076,-0.1266869823581679,False,False,0.1266869823581679,3.691663227537763,False,False,False
2024-10-31 00:30:00+00:00,72315.2,72316.0,72052.98,72062.01,297.94023,2024-10-31 00:44:59.999000+00:00,21491526.5,36507,111.83558,8065229.126,0,BTCUSDT,15m,-0.003507344,0.002748814,0.003637133,122.5312876,0.375362468,-0.9374677460078523,False,False,0.9374677460078523,1.51700430478051,False,False,False
2024-10-31 00:45:00+00:00,72062.0,72220.0,72062.0,72165.99,464.2398,2024-10-31 00:59:59.999000+00:00,33503382.79,45459,311.55379,22484872.76,0,BTCUSDT,15m,0.001441884,0.002732343,0.002192556,97.92137598,0.671105299,0.3828483006817984,False,False,0.3828483006817984,1.5063542674989299,False,False,False
